gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
0022201102,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (9:11 PM EST),period,start,0,0,1
0022201102,4,PT12M00.00S,1,1610612762,UTA,1631117,Kessler,W. Kessler,0,0,0,,0,,,0,h,Jump Ball Kessler vs. Lopez: Tip to G. Antetokounmpo,Jump Ball,,1,0,2
0022201102,7,PT11M47.00S,1,1610612749,MIL,1628960,Allen,G. Allen,-25,16,3,Made,1,0,2,2,v,Allen 3' Reverse Layup (2 PTS) (Holiday 1 AST),Made Shot,Reverse Layup Shot,1,2,3
0022201102,9,PT11M31.00S,1,1610612762,UTA,1630534,Agbaji,O. Agbaji,78,38,9,Missed,1,,,0,h,MISS Agbaji 9' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,1,2,4
0022201102,9,PT11M31.00S,1,1610612749,MIL,201572,Lopez,B. Lopez,0,0,0,,0,,,0,v,Lopez BLOCK (1 BLK),,,1,2,5
0022201102,11,PT11M29.00S,1,1610612762,UTA,1629659,Horton-Tucker,T. Horton-Tucker,0,0,0,,0,,,0,h,Horton-Tucker REBOUND (Off:1 Def:0),Rebound,Unknown,1,0,6
0022201102,12,PT11M28.00S,1,1610612762,UTA,1630534,Agbaji,O. Agbaji,233,43,24,Missed,1,,,0,h,MISS Agbaji 24' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,7
0022201102,13,PT11M25.00S,1,1610612749,MIL,1626192,Connaughton,P. Connaughton,0,0,0,,0,,,0,v,Connaughton REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,8
0022201102,14,PT11M19.00S,1,1610612749,MIL,203507,Antetokounmpo,G. Antetokounmpo,-142,142,20,Missed,1,,,0,v,MISS G. Antetokounmpo 20' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,2,9
0022201102,15,PT11M16.00S,1,1610612762,UTA,1631117,Kessler,W. Kessler,0,0,0,,0,,,0,h,Kessler REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,10
0022201102,16,PT11M13.00S,1,1610612762,UTA,1631323,Fontecchio,S. Fontecchio,-194,197,28,Missed,1,,,0,h,MISS Fontecchio 28' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,11
0022201102,17,PT11M11.00S,1,0,,1610612749,,,0,0,0,,0,,,0,v,Bucks Rebound,Rebound,Unknown,1,0,12
0022201102,19,PT10M58.00S,1,1610612749,MIL,1628960,Allen,G. Allen,229,31,0,Made,1,0,5,5,v,Allen 3PT Jump Shot (5 PTS) (Holiday 2 AST),Made Shot,Jump Shot,1,3,13
0022201102,21,PT10M39.00S,1,1610612762,UTA,1631117,Kessler,W. Kessler,36,1,4,Missed,1,,,0,h,MISS Kessler 4' Cutting Dunk Shot,Missed Shot,Cutting Dunk Shot,1,2,14
0022201102,21,PT10M39.00S,1,1610612749,MIL,201572,Lopez,B. Lopez,0,0,0,,0,,,0,v,Lopez BLOCK (2 BLK),,,1,2,15
0022201102,23,PT10M37.00S,1,1610612749,MIL,1628960,Allen,G. Allen,0,0,0,,0,,,0,v,Allen REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,16
