gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
0022400684,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (8:12 PM EST),period,start,0,0,1
0022400684,4,PT12M00.00S,1,1610612759,SAS,1641705,Wembanyama,V. Wembanyama,0,0,0,,0,,,0,h,Jump Ball Wembanyama vs. Lopez: Tip to Antetokounmpo,Jump Ball,,1,0,2
0022400684,7,PT11M43.00S,1,1610612749,MIL,1641748,Jackson Jr.,A. Jackson Jr.,-11,20,2,Made,1,0,2,2,v,Jackson Jr. 2' Driving Layup (2 PTS) (Antetokounmpo 1 AST),Made Shot,Driving Layup Shot,1,2,3
0022400684,9,PT11M43.00S,1,1610612759,SAS,1642264,Castle,S. Castle,0,0,0,,0,,,0,h,Castle S.FOUL (P1.T1) (T.Brothers),Foul,Shooting,1,0,4
0022400684,11,PT11M43.00S,1,1610612749,MIL,1641748,Jackson Jr.,A. Jackson Jr.,0,0,0,,0,,,0,v,MISS Jackson Jr. Free Throw 1 of 1,Free Throw,Free Throw 1 of 1,1,0,5
0022400684,12,PT11M40.00S,1,1610612759,SAS,203084,Barnes,H. Barnes,0,0,0,,0,,,0,h,Barnes REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,6
0022400684,13,PT11M20.00S,1,1610612759,SAS,1642264,Castle,S. Castle,-191,165,25,Made,1,3,2,5,h,Castle 25' 3PT Jump Shot (3 PTS) (Paul 1 AST),Made Shot,Jump Shot,1,3,7
0022400684,15,PT11M00.00S,1,1610612749,MIL,203081,Lillard,D. Lillard,-15,4,2,Missed,1,,,0,v,MISS Lillard 2' Driving Finger Roll Layup,Missed Shot,Driving Finger Roll Layup Shot,1,2,8
0022400684,16,PT10M54.00S,1,1610612759,SAS,1642264,Castle,S. Castle,0,0,0,,0,,,0,h,Castle REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,9
0022400684,17,PT10M48.00S,1,1610612759,SAS,1641705,Wembanyama,V. Wembanyama,-53,74,9,Made,1,5,2,7,h,Wembanyama 9' Driving Floating Jump Shot (2 PTS) (Paul 2 AST),Made Shot,Driving Floating Jump Shot,1,2,10
0022400684,19,PT10M28.00S,1,1610612749,MIL,203507,Antetokounmpo,G. Antetokounmpo,-4,17,2,Missed,1,,,0,v,MISS Antetokounmpo 2' Reverse Layup,Missed Shot,Reverse Layup Shot,1,2,11
0022400684,19,PT10M28.00S,1,1610612759,SAS,1641705,Wembanyama,V. Wembanyama,0,0,0,,0,,,0,h,Wembanyama BLOCK (1 BLK),,,1,2,12
0022400684,21,PT10M25.00S,1,1610612759,SAS,1641705,Wembanyama,V. Wembanyama,0,0,0,,0,,,0,h,Wembanyama REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,13
0022400684,22,PT10M21.00S,1,1610612759,SAS,1642264,Castle,S. Castle,5,12,1,Missed,1,,,0,h,MISS Castle 1' Running Layup,Missed Shot,Running Layup Shot,1,2,14
0022400684,23,PT10M20.00S,1,1610612749,MIL,1641748,Jackson Jr.,A. Jackson Jr.,0,0,0,,0,,,0,v,Jackson Jr. REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,15
0022400684,24,PT10M14.00S,1,1610612749,MIL,203507,Antetokounmpo,G. Antetokounmpo,1,10,1,Missed,1,,,0,v,MISS Antetokounmpo 1' Running Layup,Missed Shot,Running Layup Shot,1,2,16
0022400684,24,PT10M14.00S,1,1610612759,SAS,1641705,Wembanyama,V. Wembanyama,0,0,0,,0,,,0,h,Wembanyama BLOCK (2 BLK),,,1,2,17
0022400684,26,PT10M11.00S,1,1610612759,SAS,1642264,Castle,S. Castle,0,0,0,,0,,,0,h,Castle REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,18
0022400684,27,PT10M08.00S,1,1610612759,SAS,1630170,Vassell,D. Vassell,-6,12,1,Made,1,7,2,9,h,Vassell 1' Running Layup (2 PTS),Made Shot,Running Layup Shot,1,2,19
0022400684,28,PT10M02.00S,1,1610612749,MIL,1627752,Prince,T. Prince,-138,215,26,Missed,1,,,0,v,MISS Prince 26' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,3,20
0022400684,29,PT10M02.00S,1,1610612759,SAS,1630170,Vassell,D. Vassell,0,0,0,,0,,,0,h,Vassell REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,21
0022400684,30,PT09M49.00S,1,1610612759,SAS,1641705,Wembanyama,V. Wembanyama,0,0,0,,0,,,0,h,Wembanyama Out of Bounds Lost Ball Turnover (P1.T1),Turnover,Out of Bounds Lost Ball Turnover,1,0,22
0022400684,31,PT09M38.00S,1,1610612749,MIL,201572,Lopez,B. Lopez,-34,257,26,Missed,1,,,0,v,MISS Lopez 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,23
0022400684,32,PT09M35.00S,1,1610612759,SAS,1641705,Wembanyama,V. Wembanyama,0,0,0,,0,,,0,h,Wembanyama REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,24
0022400684,33,PT09M33.00S,1,1610612759,SAS,1642264,Castle,S. Castle,-4,13,1,Made,1,9,2,11,h,Castle 1' Running Dunk (5 PTS) (Paul 3 AST),Made Shot,Running Dunk Shot,1,2,25
0022400684,35,PT09M33.00S,1,0,,1610612749,,,0,0,0,,0,,,0,v,Bucks Timeout: Regular (Reg.1 Short 0),Timeout,Regular,0,0,26
0022400684,37,PT09M15.00S,1,1610612749,MIL,201572,Lopez,B. Lopez,146,209,25,Missed,1,,,0,v,MISS Lopez 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,27
0022400684,38,PT09M13.00S,1,1610612759,SAS,1642264,Castle,S. Castle,0,0,0,,0,,,0,h,Castle REBOUND (Off:0 Def:3),Rebound,Unknown,1,0,28
0022400684,39,PT09M06.00S,1,1610612759,SAS,101108,Paul,C. Paul,-230,13,0,Made,1,12,2,14,h,Paul 3PT Jump Shot (3 PTS) (Castle 1 AST),Made Shot,Jump Shot,1,3,29
0022400684,41,PT08M54.00S,1,1610612749,MIL,203507,Antetokounmpo,G. Antetokounmpo,-125,106,16,Made,1,12,4,16,v,Antetokounmpo 16' Pullup Jump Shot (2 PTS) (Lillard 1 AST),Made Shot,Pullup Jump shot,1,2,30
0022400684,43,PT08M34.00S,1,1610612759,SAS,203084,Barnes,H. Barnes,224,33,0,Made,1,15,4,19,h,Barnes 3PT Jump Shot (3 PTS) (Paul 4 AST),Made Shot,Jump Shot,1,3,31
0022400684,45,PT08M16.00S,1,1610612749,MIL,1641748,Jackson Jr.,A. Jackson Jr.,-233,-1,0,Made,1,15,7,22,v,Jackson Jr. 3PT Jump Shot (5 PTS) (Prince 1 AST),Made Shot,Jump Shot,1,3,32
0022400684,47,PT08M05.00S,1,1610612749,MIL,201572,Lopez,B. Lopez,0,0,0,,0,,,0,v,Lopez S.FOUL (P1.T1) (T.Brothers),Foul,Shooting,1,0,33
0022400684,49,PT08M05.00S,1,1610612759,SAS,203084,Barnes,H. Barnes,0,0,0,,0,16,7,23,h,Barnes Free Throw 1 of 2 (4 PTS),Free Throw,Free Throw 1 of 2,1,0,34
0022400684,50,PT08M05.00S,1,1610612759,SAS,203084,Barnes,H. Barnes,0,0,0,,0,17,7,24,h,Barnes Free Throw 2 of 2 (5 PTS),Free Throw,Free Throw 2 of 2,1,0,35
0022400684,51,PT07M55.00S,1,1610612749,MIL,203081,Lillard,D. Lillard,-11,250,25,Made,1,17,10,27,v,Lillard 25' 3PT Pullup Jump Shot (3 PTS),Made Shot,Pullup Jump shot,1,3,36
0022400684,52,PT07M47.00S,1,1610612759,SAS,1642264,Castle,S. Castle,-235,5,24,Missed,1,,,0,h,MISS Castle 24' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,37
0022400684,53,PT07M44.00S,1,1610612749,MIL,203507,Antetokounmpo,G. Antetokounmpo,0,0,0,,0,,,0,v,Antetokounmpo REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,38
0022400684,54,PT07M38.00S,1,1610612749,MIL,1641748,Jackson Jr.,A. Jackson Jr.,-207,122,24,Missed,1,,,0,v,MISS Jackson Jr. 24' 3PT Running Jump Shot,Missed Shot,Running Jump Shot,1,3,39
0022400684,55,PT07M36.00S,1,1610612759,SAS,1642264,Castle,S. Castle,0,0,0,,0,,,0,h,Castle REBOUND (Off:0 Def:4),Rebound,Unknown,1,0,40
0022400684,56,PT07M29.00S,1,1610612759,SAS,1642264,Castle,S. Castle,6,49,5,Missed,1,,,0,h,MISS Castle 5' Running Layup,Missed Shot,Running Layup Shot,1,2,41
0022400684,58,PT07M26.00S,1,1610612749,MIL,1641748,Jackson Jr.,A. Jackson Jr.,0,0,0,,0,,,0,v,Jackson Jr. REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,42
0022400684,59,PT07M23.00S,1,1610612749,MIL,201572,Lopez,B. Lopez,143,220,26,Missed,1,,,0,v,MISS Lopez 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,43
0022400684,60,PT07M23.00S,1,1610612759,SAS,1630170,Vassell,D. Vassell,0,0,0,,0,,,0,h,Vassell REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,44
0022400684,61,PT07M11.00S,1,1610612759,SAS,1642264,Castle,S. Castle,-13,23,3,Missed,1,,,0,h,MISS Castle 3' Driving Dunk,Missed Shot,Driving Dunk Shot,1,2,45
0022400684,63,PT07M11.00S,1,1610612749,MIL,203507,Antetokounmpo,G. Antetokounmpo,0,0,0,,0,,,0,v,Antetokounmpo REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,46
0022400684,64,PT07M07.00S,1,1610612749,MIL,203507,Antetokounmpo,G. Antetokounmpo,-4,0,0,Made,1,17,12,29,v,Antetokounmpo Running Layup (4 PTS),Made Shot,Running Layup Shot,1,2,47
0022400684,65,PT07M07.00S,1,1610612759,SAS,203084,Barnes,H. Barnes,0,0,0,,0,,,0,h,Barnes S.FOUL (P1.T2) (I.Hwang),Foul,Shooting,1,0,48
0022400684,67,PT07M07.00S,1,1610612749,MIL,203507,Antetokounmpo,G. Antetokounmpo,0,0,0,,0,17,13,30,v,Antetokounmpo Free Throw 1 of 1 (5 PTS),Free Throw,Free Throw 1 of 1,1,0,49
