gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
22200998,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (7:11 PM EST),period,start,0,0,1
22200998,4,PT12M00.00S,1,1610612755,PHI,203954,Embiid,J. Embiid,0,0,0,,0,0,0,0,h,Jump Ball Embiid vs. Nurkic: Tip to Grant,Jump Ball,,1,0,2
22200998,7,PT11M39.00S,1,1610612757,POR,203994,Nurkić,J. Nurkić,53,23,6,Made,1,0,2,2,v,Nurkic 6' Driving Hook Shot (2 PTS) (Lillard 1 AST),Made Shot,Driving Hook Shot,1,2,3
22200998,9,PT11M12.00S,1,1610612755,PHI,201935,Harden,J. Harden,210,153,26,Missed,1,0,2,2,h,MISS Harden 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,4
22200998,10,PT11M09.00S,1,1610612757,POR,1629680,Thybulle,M. Thybulle,0,0,0,,0,0,2,2,v,Thybulle REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,5
22200998,11,PT11M04.00S,1,1610612757,POR,203994,Nurkić,J. Nurkić,-16,13,2,Missed,1,0,2,2,v,MISS Nurkic 2' Running Layup,Missed Shot,Running Layup Shot,1,2,6
22200998,12,PT11M02.00S,1,1610612755,PHI,203954,Embiid,J. Embiid,0,0,0,,0,0,2,2,h,Embiid REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,7
22200998,13,PT10M47.00S,1,1610612755,PHI,200782,Tucker,P. Tucker,-244,11,24,Missed,1,0,2,2,h,MISS Tucker 24' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,8
22200998,14,PT10M43.00S,1,1610612757,POR,203924,Grant,J. Grant,0,0,0,,0,0,2,2,v,Grant REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,9
22200998,15,PT10M21.00S,1,1610612757,POR,1629014,Simons,A. Simons,189,193,27,Made,1,0,5,5,v,Simons 27' 3PT Jump Shot (3 PTS) (Nurkic 1 AST),Made Shot,Jump Shot,1,3,10
22200998,17,PT09M58.00S,1,1610612755,PHI,1630178,Maxey,T. Maxey,-91,31,10,Made,1,2,5,7,h,Maxey 10' Driving Floating Jump Shot (2 PTS) (Embiid 1 AST),Made Shot,Driving Floating Jump Shot,1,2,11
22200998,19,PT09M42.00S,1,1610612757,POR,203081,Lillard,D. Lillard,235,118,26,Made,1,2,8,10,v,Lillard 26' 3PT Pullup Jump Shot (3 PTS) (Nurkic 2 AST),Made Shot,Pullup Jump shot,1,3,12
22200998,21,PT09M23.00S,1,1610612757,POR,203994,Nurkić,J. Nurkić,0,0,0,,0,2,8,10,v,Nurkic S.FOUL (P1.T1) (S.Foster),Foul,Shooting,1,0,13
22200998,23,PT09M23.00S,1,1610612755,PHI,203954,Embiid,J. Embiid,0,0,0,,0,3,8,11,h,Embiid Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,1,0,14
22200998,24,PT09M23.00S,1,1610612755,PHI,203954,Embiid,J. Embiid,0,0,0,,0,4,8,12,h,Embiid Free Throw 2 of 2 (2 PTS),Free Throw,Free Throw 2 of 2,1,0,15
22200998,25,PT09M08.00S,1,1610612755,PHI,1630178,Maxey,T. Maxey,0,0,0,,0,4,8,12,h,Maxey P.FOUL (P1.T1) (D.Collins),Foul,Personal,1,0,16
22200998,27,PT08M58.00S,1,1610612757,POR,203924,Grant,J. Grant,20,4,2,Made,1,4,10,14,v,Grant 2' Driving Layup (2 PTS),Made Shot,Driving Layup Shot,1,2,17
22200998,28,PT08M42.00S,1,1610612755,PHI,202699,Harris,T. Harris,61,93,11,Missed,1,4,10,14,h,MISS Harris 11' Turnaround Fadeaway Shot,Missed Shot,Turnaround Fadeaway shot,1,2,18
22200998,29,PT08M37.00S,1,1610612757,POR,203081,Lillard,D. Lillard,0,0,0,,0,4,10,14,v,Lillard REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,19
22200998,30,PT08M24.00S,1,1610612757,POR,203994,Nurkić,J. Nurkić,-10,73,7,Made,1,4,12,16,v,Nurkic 7' Hook Shot (4 PTS),Made Shot,Hook Shot,1,2,20
22200998,31,PT08M09.00S,1,1610612755,PHI,202699,Harris,T. Harris,-238,30,24,Missed,1,4,12,16,h,MISS Harris 24' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,21
22200998,32,PT08M06.00S,1,1610612755,PHI,200782,Tucker,P. Tucker,0,0,0,,0,4,12,16,h,Tucker REBOUND (Off:1 Def:0),Rebound,Unknown,1,0,22
22200998,33,PT08M04.00S,1,1610612755,PHI,201935,Harden,J. Harden,69,288,30,Missed,1,4,12,16,h,MISS Harden 30' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,23
22200998,34,PT08M02.00S,1,1610612757,POR,203081,Lillard,D. Lillard,0,0,0,,0,4,12,16,v,Lillard REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,24
22200998,35,PT07M57.00S,1,1610612757,POR,203924,Grant,J. Grant,240,-15,24,Made,1,4,15,19,v,Grant 24' 3PT Running Jump Shot (5 PTS) (Thybulle 1 AST),Made Shot,Running Jump Shot,1,3,25
22200998,37,PT07M42.00S,1,1610612755,PHI,200782,Tucker,P. Tucker,-4,8,1,Made,1,6,15,21,h,Tucker 1' Reverse Layup (2 PTS) (Harden 1 AST),Made Shot,Reverse Layup Shot,1,2,26
